id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11,home_team_rank,away_team_rank
14148,2012-07-14,19:03,第18節,第1日,大宮,神戸,NACK5スタジアム大宮,晴,29.9,68,スカパー/e2/スカパー光(TBSチャンネル),9635,9 曺 永哲 FW,29 清水 慎太郎 FW,30 渡部 大輔 MF,5 カルリーニョス MF,6 青木 拓矢 MF,8 東 慶悟 MF,22 下平 匠 DF,4 深谷 友基 DF,2 菊地 光将 DF,26 村上 和弘 DF,21 江角 浩司 GK,2,2,30 徳重 健太 GK,25 奥井 諒 DF,4 北本 久仁衛 DF,19 伊野波 雅彦 DF,3 相馬 崇人 DF,18 田中 英雄 MF,27 橋本 英郎 MF,7 朴 康造 MF,8 野沢 拓也 MF,9 都倉 賢 FW,13 小川 慶治朗 FW,14.0,9.0
14149,2012-07-14,19:03,第18節,第1日,新潟,浦和,東北電力ビッグスワンスタジアム,晴,24.9,82,スカパー/e2/スカパー光,33998,10 ミシェウ FW,11 ブルーノ ロペス FW,18 アラン ミネイロ MF,23 田中 亜土夢 MF,15 本間 勲 MF,6 三門 雄大 MF,36 菊地 直哉 DF,5 石川 直樹 DF,4 鈴木 大輔 DF,7 藤田 征也 DF,21 東口 順昭 GK,0,0,18 加藤 順大 GK,2 坪井 慶介 DF,17 永田 充 DF,20 槙野 智章 DF,14 平川 忠亮 MF,13 鈴木 啓太 MF,22 阿部 勇樹 MF,7 梅崎 司 MF,8 柏木 陽介 MF,10 マルシオ リシャルデス MF,24 原口 元気 FW,16.0,3.0
14150,2012-07-14,19:05,第18節,第1日,磐田,札幌,ヤマハスタジアム(磐田),曇,26.9,87,スカパー/e2/スカパー光,11367,18 前田 遼一 FW,9 山崎 亮平 FW,23 山本 康裕 MF,10 山田 大記 MF,7 小林 裕紀 MF,6 ロドリゴ ソウト MF,33 藤田 義明 DF,24 チョ ビョングク DF,13 宮崎 智彦 DF,5 駒野 友一 DF,21 八田 直樹 GK,4,1,30 杉山 哲 GK,2 日高 拓磨 DF,3 ジェイド ノース DF,29 奈良 竜樹 DF,6 岩沼 俊介 DF,15 古田 寛幸 MF,5 山本 真希 MF,10 宮澤 裕樹 MF,8 砂川 誠 MF,17 岡本 賢明 FW,13 内村 圭宏 FW,4.0,18.0
14151,2012-07-14,19:03,第18節,第1日,名古屋,仙台,豊田スタジアム,曇,27.8,80,スカパー/e2/スカパー光,24397,25 金崎 夢生 FW,16 ケネディ FW,18 永井 謙佑 FW,8 藤本 淳吾 MF,28 田口 泰士 MF,10 小川 佳純 MF,6 阿部 翔平 DF,4 田中 マルクス闘莉王 DF,22 ダニエル DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,0,0,16 林 卓人 GK,25 菅井 直樹 DF,6 角田 誠 DF,3 渡辺 広大 DF,27 朴 柱成 DF,8 松下 年宏 MF,23 田村 直也 MF,15 太田 吉彰 MF,10 梁 勇基 MF,18 ウイルソン FW,24 赤嶺 真吾 FW,6.0,1.0
14152,2012-07-14,19:03,第18節,第1日,G大阪,横浜FM,万博記念競技場,曇,27.9,77,スカパー/e2/スカパー光(J SPORTS 1),14966,25 阿部 浩之 FW,20 佐藤 晃大 FW,10 二川 孝広 MF,8 佐々木 勇人 MF,7 遠藤 保仁 MF,17 明神 智和 MF,4 藤春 廣輝 DF,15 今野 泰幸 DF,5 丹羽 大輝 DF,23 武井 択也 DF,1 藤ヶ谷 陽介 GK,1,2,21 飯倉 大樹 GK,13 小林 祐三 DF,4 栗原 勇蔵 DF,22 中澤 佑二 DF,24 金井 貢史 DF,27 富澤 清太郎 MF,7 兵藤 慎剛 MF,25 中村 俊輔 MF,11 齋藤 学 MF,10 小野 裕二 FW,29 谷口 博之 FW,17.0,9.0
14153,2012-07-14,19:04,第18節,第1日,C大阪,鹿島,大阪長居スタジアム,曇,28.7,75,スカパー/e2/スカパー光/NHK BS1,26534,11 播戸 竜二 FW,9 ケンペス FW,13 柿谷 曜一朗 MF,10 ブランキーニョ MF,6 山口 螢 MF,2 扇原 貴宏 MF,17 酒本 憲幸 DF,14 丸橋 祐介 DF,4 藤本 康太 DF,3 茂庭 照幸 DF,21 キム ジンヒョン GK,0,1,21 曽ヶ端 準 GK,22 西 大伍 DF,3 岩政 大樹 DF,4 山村 和也 DF,7 新井場 徹 DF,40 小笠原 満男 MF,20 柴崎 岳 MF,11 ドゥトラ MF,25 遠藤 康 MF,9 大迫 勇也 FW,13 興梠 慎三 FW,15.0,12.0
14155,2012-07-14,19:04,第18節,第1日,鳥栖,FC東京,ベストアメニティスタジアム,曇,26.7,90,スカパー/e2/スカパー光,13891,11 豊田 陽平 FW,22 池田 圭 FW,10 金 民友 MF,8 水沼 宏太 MF,14 藤田 直之 MF,6 岡本 知剛 MF,3 磯崎 敬太 DF,20 呂 成海 DF,5 キム クナン DF,15 丹羽 竜平 DF,1 赤星 拓 GK,1,0,20 権田 修一 GK,2 徳永 悠平 DF,3 森重 真人 DF,5 加賀 健一 DF,14 中村 北斗 DF,4 高橋 秀人 MF,7 米本 拓司 MF,27 田邉 草民 MF,8 長谷川 アーリアジャスール MF,39 谷澤 達也 MF,49 ルーカス FW,9.0,7.0
14163,2012-07-28,19:04,第19節,第1日,横浜FM,清水,日産スタジアム,晴,28.8,72,スカパー/e2/スカパー光,24187,9 大黒 将志 FW,18 マルキーニョス FW,7 兵藤 慎剛 MF,10 小野 裕二 MF,8 中町 公祐 MF,27 富澤 清太郎 MF,5 ドゥトラ DF,22 中澤 佑二 DF,4 栗原 勇蔵 DF,13 小林 祐三 DF,21 飯倉 大樹 GK,3,0,31 林 彰洋 GK,28 吉田 豊 DF,3 平岡 康裕 DF,4 カルフィン ヨン ア ピン DF,33 李 記帝 DF,18 小野 伸二 MF,6 杉山 浩太 MF,7 アレックス MF,17 河井 陽介 MF,32 石毛 秀樹 FW,19 高原 直泰 FW,6.0,12.0
14162,2012-07-28,19:03,第19節,第1日,川崎F,大宮,等々力陸上競技場,晴,29.1,68,スカパー/e2/スカパー光,14716,34 風間 宏矢 FW,11 小林 悠 FW,16 楠神 順平 FW,31 風間 宏希 MF,14 中村 憲剛 MF,20 稲本 潤一 MF,35 山越 享太郎 DF,4 井川 祐輔 DF,15 實藤 友紀 DF,3 田中 裕介 DF,21 西部 洋平 GK,4,1,21 江角 浩司 GK,34 片岡 洋介 DF,2 菊地 光将 DF,4 深谷 友基 DF,22 下平 匠 DF,13 渡邉 大剛 MF,5 カルリーニョス MF,6 青木 拓矢 MF,30 渡部 大輔 MF,32 長谷川 悠 FW,9 曺 永哲 FW,4.0,14.0
14161,2012-07-28,19:05,第19節,第1日,柏,C大阪,日立柏サッカー場,晴,27.8,85,スカパー/e2/スカパー光(スカイ・A sports+),11844,19 工藤 壮人 FW,8 澤 昌克 FW,15 ジョルジ ワグネル MF,7 大谷 秀和 MF,28 栗澤 僚一 MF,10 レアンドロ ドミンゲス MF,22 橋本 和 DF,3 近藤 直也 DF,5 増嶋 竜也 DF,6 那須 大亮 DF,21 菅野 孝憲 GK,4,1,21 キム ジンヒョン GK,3 茂庭 照幸 DF,4 藤本 康太 DF,18 横山 知伸 DF,10 ブランキーニョ MF,13 柿谷 曜一朗 MF,14 丸橋 祐介 MF,17 酒本 憲幸 MF,25 黒木 聖仁 MF,26 村田 和哉 MF,11 播戸 竜二 FW,3.0,15.0
14160,2012-07-28,18:34,第19節,第1日,FC東京,新潟,味の素スタジアム,晴,29.5,69,スカパー/e2/スカパー光(TBSチャンネル)/TOKYO MX,23430,11 渡邉 千真 FW,39 谷澤 達也 MF,49 ルーカス MF,18 石川 直宏 MF,8 長谷川 アーリアジャスール MF,4 高橋 秀人 MF,14 中村 北斗 DF,5 加賀 健一 DF,3 森重 真人 DF,33 椋原 健太 DF,1 塩田 仁史 GK,0,2,21 東口 順昭 GK,25 村上 佑介 DF,3 大井 健太郎 DF,5 石川 直樹 DF,36 菊地 直哉 DF,6 三門 雄大 MF,15 本間 勲 MF,7 藤田 征也 MF,23 田中 亜土夢 MF,10 ミシェウ FW,11 ブルーノ ロペス FW,9.0,15.0
14164,2012-07-28,19:04,第19節,第1日,神戸,G大阪,ホームズスタジアム神戸,晴,28.2,76,スカパー/e2/スカパー光,17471,13 小川 慶治朗 FW,11 田代 有三 FW,8 野沢 拓也 MF,7 朴 康造 MF,27 橋本 英郎 MF,18 田中 英雄 MF,3 相馬 崇人 DF,19 伊野波 雅彦 DF,4 北本 久仁衛 DF,25 奥井 諒 DF,30 徳重 健太 GK,1,1,1 藤ヶ谷 陽介 GK,23 武井 択也 DF,5 丹羽 大輝 DF,15 今野 泰幸 DF,4 藤春 廣輝 DF,17 明神 智和 MF,7 遠藤 保仁 MF,10 二川 孝広 MF,14 倉田 秋 MF,9 レアンドロ FW,20 佐藤 晃大 FW,11.0,17.0
14158,2012-07-28,18:34,第19節,第1日,仙台,鳥栖,ユアテックスタジアム仙台,晴,27.6,78,スカパー/e2/スカパー光,14611,18 ウイルソン FW,24 赤嶺 真吾 FW,10 梁 勇基 MF,15 太田 吉彰 MF,23 田村 直也 MF,8 松下 年宏 MF,27 朴 柱成 DF,3 渡辺 広大 DF,2 鎌田 次郎 DF,25 菅井 直樹 DF,16 林 卓人 GK,1,1,1 赤星 拓 GK,15 丹羽 竜平 DF,5 キム クナン DF,20 呂 成海 DF,3 磯崎 敬太 DF,8 水沼 宏太 MF,6 岡本 知剛 MF,14 藤田 直之 MF,10 金 民友 MF,22 池田 圭 FW,11 豊田 陽平 FW,1.0,10.0
14157,2012-07-28,18:03,第19節,第1日,浦和,磐田,埼玉スタジアム2002,晴,31.3,62,スカパー/e2/スカパー光/テレ玉,28142,24 原口 元気 FW,10 マルシオ リシャルデス MF,8 柏木 陽介 MF,7 梅崎 司 MF,22 阿部 勇樹 MF,13 鈴木 啓太 MF,3 宇賀神 友弥 MF,20 槙野 智章 DF,17 永田 充 DF,2 坪井 慶介 DF,18 加藤 順大 GK,2,0,21 八田 直樹 GK,5 駒野 友一 DF,13 宮崎 智彦 DF,24 チョ ビョングク DF,33 藤田 義明 DF,6 ロドリゴ ソウト MF,7 小林 裕紀 MF,9 山崎 亮平 MF,11 松浦 拓弥 MF,20 山本 脩斗 MF,18 前田 遼一 FW,3.0,6.0
14156,2012-07-28,16:04,第19節,第1日,札幌,名古屋,札幌厚別公園競技場,晴,27.4,59,スカパー/e2/スカパー光,8360,38 テレ FW,17 岡本 賢明 MF,37 ハモン MF,15 古田 寛幸 MF,10 宮澤 裕樹 MF,5 山本 真希 MF,6 岩沼 俊介 DF,39 金 載桓 DF,3 ジェイド ノース DF,2 日高 拓磨 DF,30 杉山 哲 GK,2,1,50 高木 義成 GK,32 田中 隼磨 DF,22 ダニエル DF,5 増川 隆洋 DF,6 阿部 翔平 DF,10 小川 佳純 MF,28 田口 泰士 MF,8 藤本 淳吾 MF,34 吉田 眞紀人 FW,4 田中 マルクス闘莉王 FW,25 金崎 夢生 FW,18.0,8.0
14159,2012-07-28,18:34,第19節,第1日,鹿島,広島,県立カシマサッカースタジアム,曇,29.0,77,スカパー/e2/スカパー光,15496,8 ジュニーニョ FW,9 大迫 勇也 FW,11 ドゥトラ MF,25 遠藤 康 MF,40 小笠原 満男 MF,20 柴崎 岳 MF,7 新井場 徹 DF,15 青木 剛 DF,3 岩政 大樹 DF,22 西 大伍 DF,21 曽ヶ端 準 GK,2,2,1 西川 周作 GK,24 森脇 良太 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,20 石川 大徳 MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,27 清水 航平 MF,9 石原 直樹 MF,15 髙萩 洋次郎 MF,11 佐藤 寿人 FW,12.0,2.0
14171,2012-08-04,19:04,第20節,第1日,C大阪,札幌,キンチョウスタジアム,晴,30.4,62,スカパー/e2/スカパー光,8226,13 柿谷 曜一朗 FW,11 播戸 竜二 FW,26 村田 和哉 MF,25 黒木 聖仁 MF,16 枝村 匠馬 MF,7 シンプリシオ MF,24 金 聖基 DF,17 酒本 憲幸 DF,14 丸橋 祐介 DF,3 茂庭 照幸 DF,21 キム ジンヒョン GK,4,0,30 杉山 哲 GK,2 日高 拓磨 DF,34 岡山 一成 DF,29 奈良 竜樹 DF,6 岩沼 俊介 DF,5 山本 真希 MF,10 宮澤 裕樹 MF,15 古田 寛幸 MF,37 ハモン MF,17 岡本 賢明 MF,23 大島 秀夫 FW,14.0,18.0
14168,2012-08-04,19:04,第20節,第1日,磐田,川崎F,ヤマハスタジアム(磐田),晴,28.4,73,スカパー/e2/スカパー光(スカイ・A sports+),12972,18 前田 遼一 FW,11 松浦 拓弥 MF,10 山田 大記 MF,9 山崎 亮平 MF,7 小林 裕紀 MF,6 ロドリゴ ソウト MF,33 藤田 義明 DF,22 菅沼 駿哉 DF,13 宮崎 智彦 DF,5 駒野 友一 DF,21 八田 直樹 GK,2,2,21 西部 洋平 GK,3 田中 裕介 DF,15 實藤 友紀 DF,4 井川 祐輔 DF,35 山越 享太郎 DF,20 稲本 潤一 MF,31 風間 宏希 MF,14 中村 憲剛 MF,16 楠神 順平 FW,11 小林 悠 FW,34 風間 宏矢 FW,6.0,5.0
14173,2012-08-04,19:04,第20節,第1日,鳥栖,鹿島,ベストアメニティスタジアム,晴,30.3,53,スカパー/e2/スカパー光,12844,11 豊田 陽平 FW,25 早坂 良太 FW,10 金 民友 MF,8 水沼 宏太 MF,14 藤田 直之 MF,6 岡本 知剛 MF,3 磯崎 敬太 DF,20 呂 成海 DF,5 キム クナン DF,15 丹羽 竜平 DF,12 奥田 達朗 GK,2,0,21 曽ヶ端 準 GK,22 西 大伍 DF,3 岩政 大樹 DF,6 中田 浩二 DF,7 新井場 徹 DF,20 柴崎 岳 MF,40 小笠原 満男 MF,33 レナト MF,11 ドゥトラ MF,13 興梠 慎三 FW,9 大迫 勇也 FW,6.0,12.0
14172,2012-08-04,19:04,第20節,第1日,広島,清水,広島ビッグアーチ,晴,29.8,58,スカパー/e2/スカパー光,16448,11 佐藤 寿人 FW,15 髙萩 洋次郎 MF,9 石原 直樹 MF,27 清水 航平 MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,20 石川 大徳 MF,4 水本 裕貴 DF,5 千葉 和彦 DF,24 森脇 良太 DF,1 西川 周作 GK,1,2,1 山本 海人 GK,28 吉田 豊 DF,4 カルフィン ヨン ア ピン DF,3 平岡 康裕 DF,33 李 記帝 DF,17 河井 陽介 MF,6 杉山 浩太 MF,10 小林 大悟 MF,11 大前 元紀 FW,32 石毛 秀樹 FW,7 アレックス FW,2.0,11.0
14170,2012-08-04,19:03,第20節,第1日,G大阪,大宮,万博記念競技場,晴,29.6,62,スカパー/e2/スカパー光(TBSチャンネル),12964,9 レアンドロ FW,11 パウリーニョ FW,14 倉田 秋 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,17 明神 智和 MF,4 藤春 廣輝 DF,15 今野 泰幸 DF,5 丹羽 大輝 DF,21 加地 亮 DF,1 藤ヶ谷 陽介 GK,3,1,21 江角 浩司 GK,30 渡部 大輔 DF,4 深谷 友基 DF,34 片岡 洋介 DF,22 下平 匠 DF,23 金澤 慎 MF,6 青木 拓矢 MF,13 渡邉 大剛 MF,5 カルリーニョス MF,9 曺 永哲 MF,32 長谷川 悠 FW,17.0,15.0
14167,2012-08-04,19:03,第20節,第1日,新潟,柏,東北電力ビッグスワンスタジアム,晴,29.2,64,スカパー/e2/スカパー光(J SPORTS 1),25050,18 アラン ミネイロ FW,11 ブルーノ ロペス FW,23 田中 亜土夢 MF,7 藤田 征也 MF,15 本間 勲 MF,6 三門 雄大 MF,36 菊地 直哉 DF,5 石川 直樹 DF,3 大井 健太郎 DF,25 村上 佑介 DF,21 東口 順昭 GK,1,1,21 菅野 孝憲 GK,6 那須 大亮 DF,5 増嶋 竜也 DF,3 近藤 直也 DF,22 橋本 和 DF,10 レアンドロ ドミンゲス MF,28 栗澤 僚一 MF,7 大谷 秀和 MF,15 ジョルジ ワグネル MF,8 澤 昌克 FW,19 工藤 壮人 FW,15.0,4.0
14166,2012-08-04,18:34,第20節,第1日,仙台,横浜FM,ユアテックスタジアム仙台,曇,25.9,85,スカパー/e2/スカパー光,17935,24 赤嶺 真吾 FW,18 ウイルソン FW,10 梁 勇基 MF,15 太田 吉彰 MF,23 田村 直也 MF,8 松下 年宏 MF,20 内山 俊彦 DF,3 渡辺 広大 DF,2 鎌田 次郎 DF,25 菅井 直樹 DF,16 林 卓人 GK,2,2,21 飯倉 大樹 GK,13 小林 祐三 DF,4 栗原 勇蔵 DF,22 中澤 佑二 DF,5 ドゥトラ DF,27 富澤 清太郎 MF,7 兵藤 慎剛 MF,25 中村 俊輔 MF,10 小野 裕二 MF,18 マルキーニョス FW,9 大黒 将志 FW,1.0,8.0
14165,2012-08-04,18:04,第20節,第1日,浦和,FC東京,埼玉スタジアム2002,曇,29.5,70,スカパー/e2/スカパー光,34267,24 原口 元気 FW,10 マルシオ リシャルデス MF,7 梅崎 司 MF,3 宇賀神 友弥 MF,22 阿部 勇樹 MF,13 鈴木 啓太 MF,14 平川 忠亮 MF,20 槙野 智章 DF,17 永田 充 DF,2 坪井 慶介 DF,18 加藤 順大 GK,2,2,1 塩田 仁史 GK,5 加賀 健一 DF,3 森重 真人 DF,4 高橋 秀人 DF,33 椋原 健太 DF,7 米本 拓司 MF,8 長谷川 アーリアジャスール MF,18 石川 直宏 MF,27 田邉 草民 MF,49 ルーカス MF,11 渡邉 千真 FW,3.0,9.0
14169,2012-08-04,19:03,第20節,第1日,名古屋,神戸,名古屋市瑞穂陸上競技場,晴,29.8,65,スカパー/e2/スカパー光(J SPORTS 4),10034,25 金崎 夢生 FW,4 田中 マルクス闘莉王 FW,10 小川 佳純 FW,8 藤本 淳吾 MF,20 ダニルソン MF,28 田口 泰士 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,22 ダニエル DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,5,1,30 徳重 健太 GK,25 奥井 諒 DF,4 北本 久仁衛 DF,22 高木 和道 DF,3 相馬 崇人 DF,18 田中 英雄 MF,27 橋本 英郎 MF,8 野沢 拓也 MF,13 小川 慶治朗 MF,9 都倉 賢 FW,10 大久保 嘉人 FW,5.0,12.0
14181,2012-08-11,19:03,第21節,第1日,G大阪,C大阪,万博記念競技場,雨,25.4,95,スカパー/e2/スカパー光,18578,20 佐藤 晃大 FW,9 レアンドロ FW,14 倉田 秋 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,17 明神 智和 MF,4 藤春 廣輝 DF,15 今野 泰幸 DF,5 丹羽 大輝 DF,21 加地 亮 DF,1 藤ヶ谷 陽介 GK,2,2,21 キム ジンヒョン GK,3 茂庭 照幸 DF,4 藤本 康太 DF,17 酒本 憲幸 DF,22 児玉 新 DF,7 シンプリシオ MF,16 枝村 匠馬 MF,18 横山 知伸 MF,37 ヘベルチ MF,9 ケンペス FW,13 柿谷 曜一朗 FW,17.0,14.0
14174,2012-08-11,14:03,第21節,第1日,札幌,仙台,札幌ドーム,屋内,24.3,63,スカパー/e2/スカパー光,11945,38 テレ FW,15 古田 寛幸 MF,37 ハモン MF,8 砂川 誠 MF,10 宮澤 裕樹 MF,5 山本 真希 MF,6 岩沼 俊介 DF,39 金 載桓 DF,29 奈良 竜樹 DF,2 日高 拓磨 DF,30 杉山 哲 GK,2,1,16 林 卓人 GK,25 菅井 直樹 DF,2 鎌田 次郎 DF,3 渡辺 広大 DF,23 田村 直也 DF,8 松下 年宏 MF,10 梁 勇基 MF,15 太田 吉彰 MF,11 関口 訓充 MF,13 柳沢 敦 FW,18 ウイルソン FW,18.0,1.0
14175,2012-08-11,18:03,第21節,第1日,清水,名古屋,アウトソーシングスタジアム日本平,曇,25.7,86,スカパー/e2/スカパー光(J SPORTS 4),16877,9 ジミー フランサ FW,32 石毛 秀樹 FW,13 高木 俊幸 FW,11 大前 元紀 FW,7 アレックス FW,17 河井 陽介 MF,6 杉山 浩太 MF,33 李 記帝 DF,4 カルフィン ヨン ア ピン DF,3 平岡 康裕 DF,1 山本 海人 GK,3,2,1 楢﨑 正剛 GK,32 田中 隼磨 DF,22 ダニエル DF,5 増川 隆洋 DF,6 阿部 翔平 DF,28 田口 泰士 MF,14 吉村 圭司 MF,20 ダニルソン MF,10 小川 佳純 FW,4 田中 マルクス闘莉王 FW,8 藤本 淳吾 FW,9.0,5.0
14176,2012-08-11,18:34,第21節,第1日,鹿島,磐田,県立カシマサッカースタジアム,曇,26.9,87,スカパー/e2/スカパー光(スカイ・A sports+),14649,9 大迫 勇也 FW,13 興梠 慎三 FW,11 ドゥトラ MF,33 レナト MF,40 小笠原 満男 MF,20 柴崎 岳 MF,7 新井場 徹 DF,15 青木 剛 DF,3 岩政 大樹 DF,22 西 大伍 DF,21 曽ヶ端 準 GK,2,1,21 八田 直樹 GK,5 駒野 友一 DF,13 宮崎 智彦 DF,22 菅沼 駿哉 DF,33 藤田 義明 DF,6 ロドリゴ ソウト MF,7 小林 裕紀 MF,10 山田 大記 MF,11 松浦 拓弥 MF,9 山崎 亮平 FW,18 前田 遼一 FW,12.0,8.0
14177,2012-08-11,19:03,第21節,第1日,大宮,広島,NACK5スタジアム大宮,雨,28.0,81,スカパー/e2/スカパー光/テレ玉,11057,11 ズラタン FW,32 長谷川 悠 FW,9 曺 永哲 MF,23 金澤 慎 MF,6 青木 拓矢 MF,13 渡邉 大剛 MF,22 下平 匠 DF,2 菊地 光将 DF,34 片岡 洋介 DF,30 渡部 大輔 DF,21 江角 浩司 GK,1,2,1 西川 周作 GK,24 森脇 良太 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,20 石川 大徳 MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,27 清水 航平 MF,9 石原 直樹 MF,15 髙萩 洋次郎 MF,11 佐藤 寿人 FW,16.0,1.0
14178,2012-08-11,19:04,第21節,第1日,柏,FC東京,日立柏サッカー場,曇,27.6,89,スカパー/e2/スカパー光,13478,19 工藤 壮人 FW,8 澤 昌克 FW,15 ジョルジ ワグネル MF,20 茨田 陽生 MF,7 大谷 秀和 MF,10 レアンドロ ドミンゲス MF,23 渡部 博文 DF,5 増嶋 竜也 DF,3 近藤 直也 DF,27 藤田 優人 DF,21 菅野 孝憲 GK,1,1,1 塩田 仁史 GK,14 中村 北斗 DF,3 森重 真人 DF,5 加賀 健一 DF,33 椋原 健太 DF,7 米本 拓司 MF,8 長谷川 アーリアジャスール MF,18 石川 直宏 MF,10 梶山 陽平 MF,49 ルーカス MF,9 エジミウソン FW,4.0,11.0
14179,2012-08-11,19:03,第21節,第1日,川崎F,鳥栖,等々力陸上競技場,曇,28.1,72,スカパー/e2/スカパー光,12509,34 風間 宏矢 FW,11 小林 悠 FW,16 楠神 順平 FW,14 中村 憲剛 MF,31 風間 宏希 MF,30 大島 僚太 MF,35 山越 享太郎 DF,4 井川 祐輔 DF,15 實藤 友紀 DF,3 田中 裕介 DF,21 西部 洋平 GK,1,2,12 奥田 達朗 GK,15 丹羽 竜平 DF,5 キム クナン DF,20 呂 成海 DF,3 磯崎 敬太 DF,8 水沼 宏太 MF,6 岡本 知剛 MF,14 藤田 直之 MF,10 金 民友 MF,25 早坂 良太 MF,11 豊田 陽平 FW,7.0,5.0
14180,2012-08-11,19:03,第21節,第1日,横浜FM,新潟,ニッパツ三ツ沢球技場,曇,28.1,82,スカパー/e2/スカパー光(TBSチャンネル),11992,9 大黒 将志 FW,18 マルキーニョス FW,10 小野 裕二 MF,25 中村 俊輔 MF,7 兵藤 慎剛 MF,27 富澤 清太郎 MF,5 ドゥトラ DF,22 中澤 佑二 DF,4 栗原 勇蔵 DF,13 小林 祐三 DF,21 飯倉 大樹 GK,3,2,21 東口 順昭 GK,7 藤田 征也 DF,3 大井 健太郎 DF,5 石川 直樹 DF,25 村上 佑介 DF,6 三門 雄大 MF,36 菊地 直哉 MF,23 田中 亜土夢 MF,18 アラン ミネイロ MF,14 平井 将生 FW,10 ミシェウ FW,6.0,15.0
14182,2012-08-11,19:04,第21節,第1日,神戸,浦和,ホームズスタジアム神戸,晴,27.6,80,スカパー/e2/スカパー光(J SPORTS 1),14161,10 大久保 嘉人 FW,11 田代 有三 FW,13 小川 慶治朗 MF,8 野沢 拓也 MF,27 橋本 英郎 MF,18 田中 英雄 MF,3 相馬 崇人 DF,19 伊野波 雅彦 DF,4 北本 久仁衛 DF,25 奥井 諒 DF,30 徳重 健太 GK,1,0,18 加藤 順大 GK,2 坪井 慶介 DF,17 永田 充 DF,20 槙野 智章 DF,14 平川 忠亮 MF,13 鈴木 啓太 MF,22 阿部 勇樹 MF,7 梅崎 司 MF,8 柏木 陽介 MF,10 マルシオ リシャルデス MF,24 原口 元気 FW,12.0,3.0
14190,2012-08-18,19:04,第22節,第1日,名古屋,G大阪,豊田スタジアム,曇,26.1,89,スカパー/e2/スカパー光,30354,25 金崎 夢生 FW,18 永井 謙佑 FW,10 小川 佳純 FW,8 藤本 淳吾 MF,20 ダニルソン MF,28 田口 泰士 MF,23 石櫃 洋祐 DF,5 増川 隆洋 DF,22 ダニエル DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,0,5,1 藤ヶ谷 陽介 GK,13 岩下 敬輔 DF,5 丹羽 大輝 DF,15 今野 泰幸 DF,4 藤春 廣輝 DF,17 明神 智和 MF,7 遠藤 保仁 MF,10 二川 孝広 MF,14 倉田 秋 MF,9 レアンドロ FW,20 佐藤 晃大 FW,7.0,16.0
14189,2012-08-18,19:04,第22節,第1日,磐田,C大阪,ヤマハスタジアム(磐田),晴,25.1,89,スカパー/e2/スカパー光,10939,18 前田 遼一 FW,11 松浦 拓弥 MF,10 山田 大記 MF,8 ペク ソンドン MF,7 小林 裕紀 MF,6 ロドリゴ ソウト MF,33 藤田 義明 DF,22 菅沼 駿哉 DF,13 宮崎 智彦 DF,5 駒野 友一 DF,21 八田 直樹 GK,4,3,21 キム ジンヒョン GK,3 茂庭 照幸 DF,4 藤本 康太 DF,14 丸橋 祐介 DF,17 酒本 憲幸 DF,2 扇原 貴宏 MF,6 山口 螢 MF,7 シンプリシオ MF,16 枝村 匠馬 MF,9 ケンペス FW,13 柿谷 曜一朗 FW,6.0,14.0
14188,2012-08-18,19:03,第22節,第1日,新潟,広島,東北電力ビッグスワンスタジアム,晴,29.3,72,スカパー/e2/スカパー光,32014,11 ブルーノ ロペス FW,10 ミシェウ FW,23 田中 亜土夢 MF,7 藤田 征也 MF,15 本間 勲 MF,6 三門 雄大 MF,37 坪内 秀介 DF,5 石川 直樹 DF,4 鈴木 大輔 DF,25 村上 佑介 DF,21 東口 順昭 GK,0,2,1 西川 周作 GK,24 森脇 良太 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,14 ミキッチ MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,27 清水 航平 MF,9 石原 直樹 MF,15 髙萩 洋次郎 MF,11 佐藤 寿人 FW,15.0,1.0
